participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.age,player.sex,player.completion_code,player.answered_time,player.response,player.bot_choice,player.Q,player.Q_1,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,1,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,2,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,3,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,4,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,5,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,6,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,7,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,8,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,9,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,10,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,11,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,12,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,13,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,14,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,15,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,16,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,17,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,18,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,19,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,20,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,21,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,22,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,23,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,24,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,25,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,26,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,27,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,28,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,29,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,30,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,31,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,32,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,33,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,34,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,35,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,36,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,37,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,38,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,39,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,40,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,41,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,42,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,43,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,44,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,45,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,46,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,47,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,48,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,49,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,50,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,51,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,52,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,53,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,54,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,55,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,56,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,57,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,58,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,59,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,60,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,61,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,62,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,63,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,64,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,65,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,66,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,67,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,68,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,69,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,70,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,71,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,72,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,73,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,74,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,75,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,76,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,77,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,78,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,79,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,80,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,81,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,82,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,83,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,84,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,85,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,86,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,87,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,88,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,89,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,90,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,91,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,92,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,93,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,94,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,95,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,96,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,97,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,98,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,99,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,100,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,101,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,102,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,103,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,104,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,105,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,106,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,107,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,108,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,109,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,110,l1694oqo,,,,,1
1,isaonnpk,,0,0,4116,,,,0,,,0.0,1,,0.0,,,,,,,,,1,111,l1694oqo,,,,,1
